ID_Classe,Type_Etablissement,Niveau,Nb_Etudiants,Nom_Matiere,ID_Enseignant,ID_Salle,Capacite_Salle,Type_Salle,Jour,Heure_Debut,Heure_Fin,Nb_Tentatives,Version,H_Start,H_End,Util,Score
C0031,Ecole_Standard,Baccalaureat,36,MATH,T0119,R046,40,Labo_Science,Mercredi,14:00,16:00,1,64,14,16,0.9,43.38
C0031,Ecole_Standard,Baccalaureat,36,MATH,T0119,R032,40,Generale,Mercredi,08:00,10:00,2,64,8,10,0.9,43.38
C0031,Ecole_Standard,Baccalaureat,36,PHYSIQUE,T0020,R050,40,Labo_Science,Lundi,14:00,16:00,1,64,14,16,0.9,43.38
C0031,Ecole_Standard,Baccalaureat,36,PHYSIQUE,T0020,R046,40,Labo_Science,Mardi,16:00,18:00,1,64,16,18,0.9,43.38
C0031,Ecole_Standard,Baccalaureat,36,CHIMIE,T0046,R065,40,Labo_Informatique,Lundi,16:00,18:00,1,64,16,18,0.9,43.38
C0031,Ecole_Standard,Baccalaureat,36,CHIMIE,T0046,R046,40,Labo_Science,Jeudi,08:00,10:00,5,64,8,10,0.9,43.38
C0031,Ecole_Standard,Baccalaureat,36,ARABE,T0062,R013,40,Labo_Science,Mardi,08:00,10:00,2,64,8,10,0.9,43.38
C0031,Ecole_Standard,Baccalaureat,36,ARABE,T0009,R065,40,Labo_Informatique,Jeudi,14:00,16:00,4,64,14,16,0.9,43.38
C0031,Ecole_Standard,Baccalaureat,36,FRANCAIS,T0017,R054,40,Labo_Informatique,Vendredi,08:00,10:00,4,64,8,10,0.9,43.38
C0031,Ecole_Standard,Baccalaureat,36,FRANCAIS,T0170,R054,40,Labo_Informatique,Mardi,14:00,16:00,1,64,14,16,0.9,43.38
C0031,Ecole_Standard,Baccalaureat,36,FRANCAIS,T0017,R054,40,Labo_Informatique,Vendredi,10:00,12:00,7,64,10,12,0.9,43.38
C0031,Ecole_Standard,Baccalaureat,36,ANGLAIS,T0173,R069,40,Labo_Informatique,Jeudi,16:00,18:00,4,64,16,18,0.9,43.38
C0031,Ecole_Standard,Baccalaureat,36,ANGLAIS,T0173,R027,40,Labo_Science,Mercredi,16:00,18:00,4,64,16,18,0.9,43.38
C0031,Ecole_Standard,Baccalaureat,36,ANGLAIS,T0005,R040,40,Labo_Science,Lundi,10:00,12:00,5,64,10,12,0.9,43.38
C0031,Ecole_Standard,Baccalaureat,36,SVT,T0095,R050,40,Labo_Science,Vendredi,14:00,16:00,7,64,14,16,0.9,43.38
C0031,Ecole_Standard,Baccalaureat,36,SVT,T0095,R001,40,Labo_Science,Mardi,10:00,12:00,2,64,10,12,0.9,43.38
C0031,Ecole_Standard,Baccalaureat,36,SVT,T0167,R001,40,Labo_Science,Jeudi,10:00,12:00,5,64,10,12,0.9,43.38
C0031,Ecole_Standard,Baccalaureat,36,PHILOSOPHIE,T0134,R069,40,Labo_Informatique,Mercredi,10:00,12:00,26,64,10,12,0.9,43.38
C0031,Ecole_Standard,Baccalaureat,36,PHILOSOPHIE,T0076,R013,40,Labo_Science,Lundi,08:00,10:00,81,64,8,10,0.9,43.38
C0077,Centre_Soutien,Baccalaureat,13,MATH,T0172,R038,20,Generale,Vendredi,08:00,10:00,1,64,8,10,0.65,43.38
C0077,Centre_Soutien,Baccalaureat,13,MATH,T0078,R036,20,Generale,Mercredi,14:00,16:00,2,64,14,16,0.65,43.38
C0077,Centre_Soutien,Baccalaureat,13,PHYSIQUE,T0012,R055,15,Generale,Vendredi,16:00,18:00,1,64,16,18,0.8666666666666667,43.38
C0077,Centre_Soutien,Baccalaureat,13,CHIMIE,T0078,R057,15,Generale,Lundi,08:00,10:00,1,64,8,10,0.8666666666666667,43.38
C0077,Centre_Soutien,Baccalaureat,13,CHIMIE,T0125,R019,20,Generale,Jeudi,10:00,12:00,1,64,10,12,0.65,43.38
C0077,Centre_Soutien,Baccalaureat,13,CHIMIE,T0172,R037,15,Generale,Mercredi,08:00,10:00,1,64,8,10,0.8666666666666667,43.38
C0077,Centre_Soutien,Baccalaureat,13,FRANCAIS,T0129,R039,20,Generale,Vendredi,14:00,16:00,2,64,14,16,0.65,43.38
C0077,Centre_Soutien,Baccalaureat,13,ANGLAIS,T0013,R064,15,Generale,Mardi,10:00,12:00,1,64,10,12,0.8666666666666667,43.38
C0077,Centre_Soutien,Baccalaureat,13,ANGLAIS,T0118,R079,15,Generale,Lundi,14:00,16:00,1,64,14,16,0.8666666666666667,43.38
C0130,Universite,Cycle_Ingenieur,137,ALGEBRE,T0152,R031,150,Laboratoire,Mardi,14:00,16:00,2,64,14,16,0.9133333333333333,43.38
C0130,Universite,Cycle_Ingenieur,137,ALGEBRE,T0019,R044,150,Laboratoire,Mercredi,10:00,12:00,3,64,10,12,0.9133333333333333,43.38
C0130,Universite,Cycle_Ingenieur,137,ALGEBRE,T0019,R042,150,Laboratoire,Lundi,14:00,16:00,2,64,14,16,0.9133333333333333,43.38
C0130,Universite,Cycle_Ingenieur,137,ANALYSE,T0002,R048,150,Laboratoire,Jeudi,08:00,10:00,2,64,8,10,0.9133333333333333,43.38
C0130,Universite,Cycle_Ingenieur,137,MECANIQUE_QUANTIQUE,T0056,R066,150,Amphitheatre,Vendredi,14:00,16:00,2,64,14,16,0.9133333333333333,43.38
C0130,Universite,Cycle_Ingenieur,137,MECANIQUE_QUANTIQUE,T0157,R018,150,Laboratoire,Mercredi,14:00,16:00,1,64,14,16,0.9133333333333333,43.38
C0130,Universite,Cycle_Ingenieur,137,DROIT_CIVIL,T0003,R044,150,Laboratoire,Mercredi,08:00,10:00,1,64,8,10,0.9133333333333333,43.38
C0130,Universite,Cycle_Ingenieur,137,DROIT_CIVIL,T0085,R048,150,Laboratoire,Vendredi,16:00,18:00,7,64,16,18,0.9133333333333333,43.38
C0130,Universite,Cycle_Ingenieur,137,DROIT_CIVIL,T0085,R066,150,Amphitheatre,Lundi,16:00,18:00,1,64,16,18,0.9133333333333333,43.38
C0130,Universite,Cycle_Ingenieur,137,ECONOMIE,T0099,R016,200,Amphitheatre,Jeudi,10:00,12:00,4,64,10,12,0.685,43.38
C0130,Universite,Cycle_Ingenieur,137,ECONOMIE,T0099,R031,150,Laboratoire,Vendredi,08:00,10:00,2,64,8,10,0.9133333333333333,43.38
C0130,Universite,Cycle_Ingenieur,137,BASE_DE_DONNEES,T0178,R034,150,Laboratoire,Jeudi,14:00,16:00,5,64,14,16,0.9133333333333333,43.38
C0130,Universite,Cycle_Ingenieur,137,RESEAUX,T0113,R015,150,Amphitheatre,Mardi,16:00,18:00,2,64,16,18,0.9133333333333333,43.38
C0130,Universite,Cycle_Ingenieur,137,RESEAUX,T0143,R015,150,Amphitheatre,Jeudi,16:00,18:00,3,64,16,18,0.9133333333333333,43.38
C0130,Universite,Cycle_Ingenieur,137,BIOLOGIE,T0086,R034,150,Laboratoire,Mardi,10:00,12:00,1,64,10,12,0.9133333333333333,43.38
C0130,Universite,Cycle_Ingenieur,137,BIOLOGIE,T0064,R044,150,Laboratoire,Lundi,08:00,10:00,1,64,8,10,0.9133333333333333,43.38
C0130,Universite,Cycle_Ingenieur,137,BIOLOGIE,T0086,R080,150,Laboratoire,Vendredi,10:00,12:00,11,64,10,12,0.9133333333333333,43.38
C0145,Ecole_Standard,College,38,MATH,T0193,R001,40,Labo_Science,Mardi,16:00,18:00,2,64,16,18,0.95,43.38
C0145,Ecole_Standard,College,38,MATH,T0075,R065,40,Labo_Informatique,Jeudi,10:00,12:00,1,64,10,12,0.95,43.38
C0145,Ecole_Standard,College,38,MATH,T0169,R050,40,Labo_Science,Vendredi,10:00,12:00,1,64,10,12,0.95,43.38
C0145,Ecole_Standard,College,38,PHYSIQUE,T0020,R054,40,Labo_Informatique,Mercredi,10:00,12:00,6,64,10,12,0.95,43.38
C0145,Ecole_Standard,College,38,PHYSIQUE,T0014,R065,40,Labo_Informatique,Lundi,10:00,12:00,1,64,10,12,0.95,43.38
C0145,Ecole_Standard,College,38,CHIMIE,T0100,R040,40,Labo_Science,Mercredi,14:00,16:00,1,64,14,16,0.95,43.38
C0145,Ecole_Standard,College,38,CHIMIE,T0042,R013,40,Labo_Science,Lundi,16:00,18:00,4,64,16,18,0.95,43.38
C0145,Ecole_Standard,College,38,ARABE,T0149,R021,40,Generale,Vendredi,08:00,10:00,3,64,8,10,0.95,43.38
C0145,Ecole_Standard,College,38,ARABE,T0149,R014,40,Generale,Lundi,08:00,10:00,1,64,8,10,0.95,43.38
C0145,Ecole_Standard,College,38,FRANCAIS,T0051,R046,40,Labo_Science,Mardi,10:00,12:00,6,64,10,12,0.95,43.38
C0145,Ecole_Standard,College,38,FRANCAIS,T0170,R058,40,Generale,Mercredi,16:00,18:00,2,64,16,18,0.95,43.38
C0145,Ecole_Standard,College,38,FRANCAIS,T0051,R054,40,Labo_Informatique,Vendredi,14:00,16:00,4,64,14,16,0.95,43.38
C0145,Ecole_Standard,College,38,ANGLAIS,T0004,R013,40,Labo_Science,Jeudi,14:00,16:00,4,64,14,16,0.95,43.38
C0145,Ecole_Standard,College,38,ANGLAIS,T0149,R065,40,Labo_Informatique,Vendredi,16:00,18:00,22,64,16,18,0.95,43.38
C0145,Ecole_Standard,College,38,ANGLAIS,T0135,R054,40,Labo_Informatique,Jeudi,16:00,18:00,1,64,16,18,0.95,43.38
C0145,Ecole_Standard,College,38,SVT,T0164,R001,40,Labo_Science,Lundi,14:00,16:00,10,64,14,16,0.95,43.38
C0145,Ecole_Standard,College,38,SVT,T0049,R065,40,Labo_Informatique,Mardi,08:00,10:00,6,64,8,10,0.95,43.38
C0145,Ecole_Standard,College,38,SVT,T0199,R040,40,Labo_Science,Mercredi,08:00,10:00,8,64,8,10,0.95,43.38
C0145,Ecole_Standard,College,38,PHILOSOPHIE,T0190,R069,40,Labo_Informatique,Mardi,14:00,16:00,28,64,14,16,0.95,43.38
C0145,Ecole_Standard,College,38,PHILOSOPHIE,T0092,R021,40,Generale,Jeudi,08:00,10:00,107,64,8,10,0.95,43.38
C0006,Universite,Licence_1,175,ALGEBRE,T0108,R009,200,Amphitheatre,Mercredi,10:00,12:00,5,64,10,12,0.875,43.38
C0006,Universite,Licence_1,175,ALGEBRE,T0108,R010,200,Amphitheatre,Mardi,14:00,16:00,3,64,14,16,0.875,43.38
C0006,Universite,Licence_1,175,ALGEBRE,T0019,R016,200,Amphitheatre,Vendredi,08:00,10:00,16,64,8,10,0.875,43.38
C0006,Universite,Licence_1,175,ANALYSE,T0025,R009,200,Amphitheatre,Mardi,16:00,18:00,8,64,16,18,0.875,43.38
C0006,Universite,Licence_1,175,MECANIQUE_QUANTIQUE,T0126,R009,200,Amphitheatre,Jeudi,08:00,10:00,1,64,8,10,0.875,43.38
C0006,Universite,Licence_1,175,MECANIQUE_QUANTIQUE,T0157,R009,200,Amphitheatre,Mercredi,16:00,18:00,7,64,16,18,0.875,43.38
C0006,Universite,Licence_1,175,DROIT_CIVIL,T0059,R009,200,Amphitheatre,Jeudi,16:00,18:00,2,64,16,18,0.875,43.38
C0006,Universite,Licence_1,175,DROIT_CIVIL,T0059,R016,200,Amphitheatre,Mercredi,08:00,10:00,1,64,8,10,0.875,43.38
C0006,Universite,Licence_1,175,DROIT_CIVIL,T0059,R071,200,Laboratoire,Lundi,14:00,16:00,10,64,14,16,0.875,43.38
C0006,Universite,Licence_1,175,ECONOMIE,T0103,R016,200,Amphitheatre,Mercredi,14:00,16:00,5,64,14,16,0.875,43.38
C0006,Universite,Licence_1,175,ECONOMIE,T0182,R016,200,Amphitheatre,Vendredi,16:00,18:00,3,64,16,18,0.875,43.38
C0006,Universite,Licence_1,175,BASE_DE_DONNEES,T0032,R010,200,Amphitheatre,Lundi,08:00,10:00,31,64,8,10,0.875,43.38
C0006,Universite,Licence_1,175,RESEAUX,T0113,R016,200,Amphitheatre,Lundi,10:00,12:00,26,64,10,12,0.875,43.38
C0006,Universite,Licence_1,175,RESEAUX,T0181,R010,200,Amphitheatre,Vendredi,10:00,12:00,24,64,10,12,0.875,43.38
C0020,Centre_Soutien,College,10,MATH,T0180,R077,20,Generale,Jeudi,16:00,18:00,1,64,16,18,0.5,43.38
C0020,Centre_Soutien,College,10,MATH,T0141,R076,20,Generale,Mardi,16:00,18:00,1,64,16,18,0.5,43.38
C0020,Centre_Soutien,College,10,PHYSIQUE,T0030,R073,20,Generale,Lundi,10:00,12:00,1,64,10,12,0.5,43.38
C0020,Centre_Soutien,College,10,CHIMIE,T0145,R017,15,Generale,Jeudi,14:00,16:00,2,64,14,16,0.6666666666666666,43.38
C0020,Centre_Soutien,College,10,CHIMIE,T0158,R002,20,Generale,Vendredi,14:00,16:00,1,64,14,16,0.5,43.38
C0020,Centre_Soutien,College,10,CHIMIE,T0158,R076,20,Generale,Jeudi,10:00,12:00,1,64,10,12,0.5,43.38
C0020,Centre_Soutien,College,10,FRANCAIS,T0023,R073,20,Generale,Vendredi,16:00,18:00,2,64,16,18,0.5,43.38
C0020,Centre_Soutien,College,10,ANGLAIS,T0026,R045,20,Generale,Lundi,14:00,16:00,3,64,14,16,0.5,43.38
C0020,Centre_Soutien,College,10,ANGLAIS,T0026,R068,10,Generale,Vendredi,10:00,12:00,5,64,10,12,1.0,43.38
C0051,Centre_Soutien,Prepa,14,MATH,T0155,R047,15,Generale,Jeudi,08:00,10:00,1,64,8,10,0.9333333333333333,43.38
C0051,Centre_Soutien,Prepa,14,MATH,T0078,R079,15,Generale,Vendredi,10:00,12:00,1,64,10,12,0.9333333333333333,43.38
C0051,Centre_Soutien,Prepa,14,PHYSIQUE,T0098,R051,20,Generale,Vendredi,16:00,18:00,1,64,16,18,0.7,43.38
C0051,Centre_Soutien,Prepa,14,CHIMIE,T0073,R017,15,Generale,Mardi,10:00,12:00,5,64,10,12,0.9333333333333333,43.38
C0051,Centre_Soutien,Prepa,14,CHIMIE,T0131,R033,15,Generale,Lundi,10:00,12:00,4,64,10,12,0.9333333333333333,43.38
C0051,Centre_Soutien,Prepa,14,CHIMIE,T0131,R039,20,Generale,Jeudi,14:00,16:00,1,64,14,16,0.7,43.38
C0051,Centre_Soutien,Prepa,14,FRANCAIS,T0142,R077,20,Generale,Jeudi,10:00,12:00,2,64,10,12,0.7,43.38
C0051,Centre_Soutien,Prepa,14,ANGLAIS,T0013,R030,15,Generale,Mercredi,16:00,18:00,1,64,16,18,0.9333333333333333,43.38
C0051,Centre_Soutien,Prepa,14,ANGLAIS,T0150,R002,20,Generale,Mardi,14:00,16:00,2,64,14,16,0.7,43.38
C0034,Universite,Licence_1,178,ALGEBRE,T0019,R010,200,Amphitheatre,Vendredi,16:00,18:00,10,64,16,18,0.89,43.38
C0034,Universite,Licence_1,178,ALGEBRE,T0108,R010,200,Amphitheatre,Jeudi,10:00,12:00,10,64,10,12,0.89,43.38
C0034,Universite,Licence_1,178,ALGEBRE,T0108,R009,200,Amphitheatre,Mercredi,08:00,10:00,11,64,8,10,0.89,43.38
C0034,Universite,Licence_1,178,ANALYSE,T0148,R010,200,Amphitheatre,Jeudi,08:00,10:00,11,64,8,10,0.89,43.38
C0034,Universite,Licence_1,178,MECANIQUE_QUANTIQUE,T0148,R016,200,Amphitheatre,Vendredi,14:00,16:00,3,64,14,16,0.89,43.38
C0034,Universite,Licence_1,178,MECANIQUE_QUANTIQUE,T0126,R016,200,Amphitheatre,Lundi,14:00,16:00,62,64,14,16,0.89,43.38
C0034,Universite,Licence_1,178,DROIT_CIVIL,T0059,R016,200,Amphitheatre,Mardi,14:00,16:00,109,64,14,16,0.89,43.38
C0034,Universite,Licence_1,178,ECONOMIE,T0103,R071,200,Laboratoire,Mercredi,16:00,18:00,7,64,16,18,0.89,43.38
C0034,Universite,Licence_1,178,ECONOMIE,T0072,R016,200,Amphitheatre,Mardi,10:00,12:00,162,64,10,12,0.89,43.38
C0034,Universite,Licence_1,178,BASE_DE_DONNEES,T0077,R016,200,Amphitheatre,Lundi,08:00,10:00,82,64,8,10,0.89,43.38
C0116,Centre_Soutien,Tronc_Commun,12,PHYSIQUE,T0040,R045,20,Generale,Jeudi,08:00,10:00,1,64,8,10,0.6,43.38
C0116,Centre_Soutien,Tronc_Commun,12,CHIMIE,T0117,R002,20,Generale,Vendredi,16:00,18:00,2,64,16,18,0.6,43.38
C0116,Centre_Soutien,Tronc_Commun,12,CHIMIE,T0145,R064,15,Generale,Vendredi,14:00,16:00,1,64,14,16,0.8,43.38
C0116,Centre_Soutien,Tronc_Commun,12,CHIMIE,T0117,R047,15,Generale,Mardi,16:00,18:00,1,64,16,18,0.8,43.38
C0116,Centre_Soutien,Tronc_Commun,12,FRANCAIS,T0018,R064,15,Generale,Lundi,10:00,12:00,3,64,10,12,0.8,43.38
C0116,Centre_Soutien,Tronc_Commun,12,ANGLAIS,T0145,R051,20,Generale,Mercredi,10:00,12:00,1,64,10,12,0.6,43.38
C0116,Centre_Soutien,Tronc_Commun,12,ANGLAIS,T0145,R049,20,Generale,Mardi,10:00,12:00,1,64,10,12,0.6,43.38
C0122,Centre_Soutien,Baccalaureat,6,MATH,T0174,R019,20,Generale,Mardi,14:00,16:00,2,64,14,16,0.3,43.38
C0122,Centre_Soutien,Baccalaureat,6,MATH,T0172,R039,20,Generale,Vendredi,10:00,12:00,1,64,10,12,0.3,43.38
C0122,Centre_Soutien,Baccalaureat,6,PHYSIQUE,T0093,R055,15,Generale,Mercredi,16:00,18:00,2,64,16,18,0.4,43.38
C0122,Centre_Soutien,Baccalaureat,6,CHIMIE,T0125,R060,20,Generale,Mardi,08:00,10:00,1,64,8,10,0.3,43.38
C0122,Centre_Soutien,Baccalaureat,6,CHIMIE,T0125,R079,15,Generale,Vendredi,16:00,18:00,2,64,16,18,0.4,43.38
C0122,Centre_Soutien,Baccalaureat,6,CHIMIE,T0125,R057,15,Generale,Lundi,16:00,18:00,4,64,16,18,0.4,43.38
C0122,Centre_Soutien,Baccalaureat,6,FRANCAIS,T0179,R037,15,Generale,Vendredi,08:00,10:00,3,64,8,10,0.4,43.38
C0122,Centre_Soutien,Baccalaureat,6,ANGLAIS,T0187,R060,20,Generale,Lundi,14:00,16:00,1,64,14,16,0.3,43.38
C0122,Centre_Soutien,Baccalaureat,6,ANGLAIS,T0187,R068,10,Generale,Mardi,10:00,12:00,1,64,10,12,0.6,43.38
C0102,Ecole_Standard,Tronc_Commun,28,MATH,T0146,R035,35,Labo_Science,Vendredi,14:00,16:00,4,64,14,16,0.8,43.38
C0102,Ecole_Standard,Tronc_Commun,28,MATH,T0193,R007,35,Labo_Science,Mardi,08:00,10:00,2,64,8,10,0.8,43.38
C0102,Ecole_Standard,Tronc_Commun,28,MATH,T0146,R003,30,Labo_Informatique,Vendredi,08:00,10:00,2,64,8,10,0.9333333333333333,43.38
C0102,Ecole_Standard,Tronc_Commun,28,PHYSIQUE,T0005,R069,40,Labo_Informatique,Jeudi,10:00,12:00,1,64,10,12,0.7,43.38
C0102,Ecole_Standard,Tronc_Commun,28,PHYSIQUE,T0008,R008,30,Labo_Science,Lundi,08:00,10:00,1,64,8,10,0.9333333333333333,43.38
C0102,Ecole_Standard,Tronc_Commun,28,CHIMIE,T0042,R053,30,Generale,Mercredi,14:00,16:00,3,64,14,16,0.9333333333333333,43.38
C0102,Ecole_Standard,Tronc_Commun,28,CHIMIE,T0097,R005,35,Generale,Lundi,14:00,16:00,2,64,14,16,0.8,43.38
C0102,Ecole_Standard,Tronc_Commun,28,ARABE,T0161,R008,30,Labo_Science,Jeudi,14:00,16:00,1,64,14,16,0.9333333333333333,43.38
C0102,Ecole_Standard,Tronc_Commun,28,ARABE,T0048,R058,40,Generale,Mercredi,08:00,10:00,2,64,8,10,0.7,43.38
C0102,Ecole_Standard,Tronc_Commun,28,FRANCAIS,T0037,R032,40,Generale,Vendredi,16:00,18:00,3,64,16,18,0.7,43.38
C0102,Ecole_Standard,Tronc_Commun,28,FRANCAIS,T0037,R052,30,Labo_Science,Jeudi,08:00,10:00,1,64,8,10,0.9333333333333333,43.38
C0102,Ecole_Standard,Tronc_Commun,28,FRANCAIS,T0037,R041,35,Generale,Mercredi,10:00,12:00,16,64,10,12,0.8,43.38
C0102,Ecole_Standard,Tronc_Commun,28,ANGLAIS,T0005,R074,30,Generale,Mercredi,16:00,18:00,3,64,16,18,0.9333333333333333,43.38
C0102,Ecole_Standard,Tronc_Commun,28,ANGLAIS,T0035,R028,35,Generale,Lundi,16:00,18:00,1,64,16,18,0.8,43.38
C0102,Ecole_Standard,Tronc_Commun,28,ANGLAIS,T0107,R005,35,Generale,Vendredi,10:00,12:00,3,64,10,12,0.8,43.38
C0102,Ecole_Standard,Tronc_Commun,28,SVT,T0095,R043,30,Labo_Informatique,Lundi,10:00,12:00,17,64,10,12,0.9333333333333333,43.38
C0102,Ecole_Standard,Tronc_Commun,28,SVT,T0022,R007,35,Labo_Science,Jeudi,16:00,18:00,12,64,16,18,0.8,43.38
C0102,Ecole_Standard,Tronc_Commun,28,SVT,T0167,R007,35,Labo_Science,Mardi,10:00,12:00,1,64,10,12,0.8,43.38
C0102,Ecole_Standard,Tronc_Commun,28,PHILOSOPHIE,T0106,R065,40,Labo_Informatique,Mardi,14:00,16:00,3,64,14,16,0.7,43.38
C0102,Ecole_Standard,Tronc_Commun,28,PHILOSOPHIE,T0106,R052,30,Labo_Science,Mardi,16:00,18:00,1,64,16,18,0.9333333333333333,43.38
C0146,Centre_Soutien,College,13,MATH,T0141,R030,15,Generale,Mercredi,08:00,10:00,1,64,8,10,0.8666666666666667,43.38
C0146,Centre_Soutien,College,13,MATH,T0180,R002,20,Generale,Mardi,16:00,18:00,1,64,16,18,0.65,43.38
C0146,Centre_Soutien,College,13,PHYSIQUE,T0023,R076,20,Generale,Vendredi,10:00,12:00,2,64,10,12,0.65,43.38
C0146,Centre_Soutien,College,13,CHIMIE,T0158,R030,15,Generale,Vendredi,08:00,10:00,6,64,8,10,0.8666666666666667,43.38
C0146,Centre_Soutien,College,13,CHIMIE,T0158,R002,20,Generale,Mardi,08:00,10:00,2,64,8,10,0.65,43.38
C0146,Centre_Soutien,College,13,CHIMIE,T0158,R038,20,Generale,Mercredi,16:00,18:00,11,64,16,18,0.65,43.38
C0146,Centre_Soutien,College,13,FRANCAIS,T0091,R036,20,Generale,Jeudi,14:00,16:00,2,64,14,16,0.65,43.38
C0146,Centre_Soutien,College,13,ANGLAIS,T0007,R076,20,Generale,Jeudi,16:00,18:00,1,64,16,18,0.65,43.38
C0146,Centre_Soutien,College,13,ANGLAIS,T0114,R064,15,Generale,Mercredi,10:00,12:00,5,64,10,12,0.8666666666666667,43.38
C0085,Universite,Master_1,87,ALGEBRE,T0140,R018,150,Laboratoire,Lundi,10:00,12:00,7,64,10,12,0.58,43.38
C0085,Universite,Master_1,87,ALGEBRE,T0140,R070,150,Amphitheatre,Mercredi,16:00,18:00,11,64,16,18,0.58,43.38
C0085,Universite,Master_1,87,ALGEBRE,T0140,R024,150,Amphitheatre,Jeudi,08:00,10:00,12,64,8,10,0.58,43.38
C0085,Universite,Master_1,87,ANALYSE,T0079,R024,150,Amphitheatre,Vendredi,14:00,16:00,2,64,14,16,0.58,43.38
C0085,Universite,Master_1,87,MECANIQUE_QUANTIQUE,T0056,R034,150,Laboratoire,Lundi,08:00,10:00,1,64,8,10,0.58,43.38
C0085,Universite,Master_1,87,MECANIQUE_QUANTIQUE,T0056,R042,150,Laboratoire,Mardi,08:00,10:00,1,64,8,10,0.58,43.38
C0085,Universite,Master_1,87,ECONOMIE,T0132,R034,150,Laboratoire,Mardi,16:00,18:00,6,64,16,18,0.58,43.38
C0085,Universite,Master_1,87,ECONOMIE,T0132,R031,150,Laboratoire,Jeudi,16:00,18:00,3,64,16,18,0.58,43.38
C0085,Universite,Master_1,87,BASE_DE_DONNEES,T0184,R034,150,Laboratoire,Mercredi,10:00,12:00,4,64,10,12,0.58,43.38
C0085,Universite,Master_1,87,BIOLOGIE,T0124,R059,150,Laboratoire,Jeudi,10:00,12:00,5,64,10,12,0.58,43.38
C0085,Universite,Master_1,87,BIOLOGIE,T0088,R042,150,Laboratoire,Mardi,14:00,16:00,2,64,14,16,0.58,43.38
C0085,Universite,Master_1,87,BIOLOGIE,T0082,R042,150,Laboratoire,Jeudi,14:00,16:00,3,64,14,16,0.58,43.38
C0140,Universite,Cycle_Ingenieur,128,ALGEBRE,T0068,R031,150,Laboratoire,Jeudi,14:00,16:00,4,64,14,16,0.8533333333333334,43.38
C0140,Universite,Cycle_Ingenieur,128,ALGEBRE,T0108,R024,150,Amphitheatre,Vendredi,08:00,10:00,1,64,8,10,0.8533333333333334,43.38
C0140,Universite,Cycle_Ingenieur,128,ALGEBRE,T0041,R066,150,Amphitheatre,Mardi,10:00,12:00,1,64,10,12,0.8533333333333334,43.38
C0140,Universite,Cycle_Ingenieur,128,ANALYSE,T0045,R048,150,Laboratoire,Mercredi,08:00,10:00,1,64,8,10,0.8533333333333334,43.38
C0140,Universite,Cycle_Ingenieur,128,MECANIQUE_QUANTIQUE,T0056,R044,150,Laboratoire,Jeudi,08:00,10:00,1,64,8,10,0.8533333333333334,43.38
C0140,Universite,Cycle_Ingenieur,128,MECANIQUE_QUANTIQUE,T0136,R025,150,Laboratoire,Mercredi,16:00,18:00,1,64,16,18,0.8533333333333334,43.38
C0140,Universite,Cycle_Ingenieur,128,DROIT_CIVIL,T0085,R044,150,Laboratoire,Mardi,08:00,10:00,24,64,8,10,0.8533333333333334,43.38
C0140,Universite,Cycle_Ingenieur,128,DROIT_CIVIL,T0085,R059,150,Laboratoire,Mercredi,14:00,16:00,1,64,14,16,0.8533333333333334,43.38
C0140,Universite,Cycle_Ingenieur,128,ECONOMIE,T0099,R063,150,Amphitheatre,Mercredi,10:00,12:00,1,64,10,12,0.8533333333333334,43.38
C0140,Universite,Cycle_Ingenieur,128,ECONOMIE,T0066,R031,150,Laboratoire,Lundi,08:00,10:00,2,64,8,10,0.8533333333333334,43.38
C0140,Universite,Cycle_Ingenieur,128,BASE_DE_DONNEES,T0138,R025,150,Laboratoire,Lundi,10:00,12:00,1,64,10,12,0.8533333333333334,43.38
C0140,Universite,Cycle_Ingenieur,128,RESEAUX,T0113,R059,150,Laboratoire,Lundi,16:00,18:00,8,64,16,18,0.8533333333333334,43.38
C0140,Universite,Cycle_Ingenieur,128,RESEAUX,T0143,R066,150,Amphitheatre,Vendredi,10:00,12:00,3,64,10,12,0.8533333333333334,43.38
C0140,Universite,Cycle_Ingenieur,128,BIOLOGIE,T0086,R048,150,Laboratoire,Vendredi,14:00,16:00,2,64,14,16,0.8533333333333334,43.38
C0140,Universite,Cycle_Ingenieur,128,BIOLOGIE,T0086,R018,150,Laboratoire,Mardi,16:00,18:00,8,64,16,18,0.8533333333333334,43.38
C0140,Universite,Cycle_Ingenieur,128,BIOLOGIE,T0064,R048,150,Laboratoire,Jeudi,16:00,18:00,4,64,16,18,0.8533333333333334,43.38
C0100,Centre_Soutien,Prepa,7,MATH,T0155,R033,15,Generale,Lundi,16:00,18:00,1,64,16,18,0.4666666666666667,43.38
C0100,Centre_Soutien,Prepa,7,MATH,T0155,R072,10,Generale,Mardi,16:00,18:00,2,64,16,18,0.7,43.38
C0100,Centre_Soutien,Prepa,7,PHYSIQUE,T0083,R077,20,Generale,Mercredi,14:00,16:00,1,64,14,16,0.35,43.38
C0100,Centre_Soutien,Prepa,7,CHIMIE,T0080,R068,10,Generale,Jeudi,14:00,16:00,4,64,14,16,0.7,43.38
C0100,Centre_Soutien,Prepa,7,CHIMIE,T0172,R012,10,Generale,Mercredi,10:00,12:00,3,64,10,12,0.7,43.38
C0100,Centre_Soutien,Prepa,7,CHIMIE,T0084,R079,15,Generale,Jeudi,10:00,12:00,3,64,10,12,0.4666666666666667,43.38
